Event_Id,Accident_Number,Event_Date,LOCATION,Country,Latitude,Longitude,Injury_Severity,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight
20100118X55330,CEN10FA097,1/18/10,"ELYRIA, OH",United States,41.34,-82.193611,Fatal,Airplane,N80HH,Mitsubishi,MU-2B-60,No,2,Turbo Prop,Personal,Unknown,4,0,0,Unknown,IMC,Approach
20040826X01291,ATL04CA163,7/29/04,"INMAN, SC",United States,35,-82.183333,Non-Fatal,Airplane,N3967F,Cessna,172,No,1,Reciprocating,Personal,Unknown,0,0,2,Unknown,VMC,Maneuvering
20190815X74831,ERA19FA248,8/15/19,"ELIZABETHTON, TN",United States,36.367223,-82.181667,Non-Fatal,Airplane,N8JR,Textron Aviation Inc,680A,No,2,Turbo Fan,Business,Unknown,0,0,3,2,VMC,Landing
20160316X92157,ERA16LA130,3/14/16,"MYAKKA, FL",United States,27.348611,-82.178056,Non-Fatal,Airplane,N6654K,Grumman Acft Eng Cor-schweizer,G-164,No,1,Reciprocating,Flight Test,Unknown,0,0,0,1,VMC,Takeoff
20181106X82316,GAA19CA049,11/4/18,"ELYRIA, OH",United States,41.344166,-82.177778,Non-Fatal,Airplane,N21ZA,Flight Design,CTLS,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20130530X54531,CEN13LA308,5/29/13,"ELYRIA, OH",United States,41.344166,-82.177778,Non-Fatal,Airplane,N319SV,Evektor-aerotechnik As,SPORTSTAR PLUS,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20121023X12023,CEN13IA024,10/17/12,"ELYRIA, OH",United States,41.344166,-82.177778,Incident,Airplane,N21ZA,Flight Design,CTLS,No,1,Reciprocating,Instructional,Unknown,0,0,0,2,VMC,Landing
20121023X11953,CEN12LA676,7/19/12,"ELYRIA, OH",United States,41.344166,-82.177778,Non-Fatal,Airplane,N21ZA,Flight Design,CTLS,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20080115X00053,CHI08CA048,12/11/07,"ELYRIA, OH",United States,41.344166,-82.1775,Non-Fatal,Airplane,N2699G,"Smith, Ted Aerostar",Aerostar 601,No,2,Reciprocating,Personal,Unknown,0,0,0,1,IMC,Takeoff
20071217X01945,CHI08CA010,10/6/07,"ELYRA, OH",United States,41.344166,-82.1775,Non-Fatal,Airplane,N1260Z,Beech,N35,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20150308X04620,ERA15CA146,3/7/15,"ELIZABETHTON, TN",United States,36.371111,-82.173611,Non-Fatal,Airplane,N348CC,Cub Crafter,CC11-160,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20111008X33525,ERA12CA015,10/7/11,"ELIZABETHTON, TN",United States,36.371111,-82.173334,Non-Fatal,Airplane,N3491Z,Piper,PA-18-150,No,1,Reciprocating,Personal,Unknown,0,0,2,Unknown,VMC,Takeoff
20130428X43611,ERA13FA217,4/27/13,"DADE CITY, FL",United States,23.335,-82.167223,Non-Fatal,Airplane,N5944J,Cessna,172N,No,1,Reciprocating,Instructional,Unknown,0,0,3,Unknown,VMC,Climb
20080722X01094,NYC08CA156,4/6/08,"MIAMI, FL",United States,25.372778,-82.164444,Non-Fatal,Airplane,N947AN,Boeing,737-823,No,2,Turbo Fan,Unknown,Unknown,0,1,1,146,IMC,Unknown
20080508X00634,LAX08CA120,4/18/08,"PLANT CITY, FL",United States,28,-82.164167,Non-Fatal,Airplane,N2710P,Piper,PA-22-150,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Unknown
20030605X00785,MIA03CA113,5/27/03,"PLANT CITY, FL",United States,28.000278,-82.164167,Non-Fatal,Airplane,N76494,Cessna,120,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Landing
20190927X11515,GAA19CA580,9/23/19,"PLANT CITY, FL",United States,28.000278,-82.163333,Non-Fatal,Airplane,N739RT,Cessna,172,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Takeoff
20181018X51235,ERA19LA021,10/18/18,"PLANT CITY, FL",United States,28.000278,-82.163333,Non-Fatal,Airplane,N3631K,Piper,PA28,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,Unknown,Takeoff
20180611X23949,WPR18LA166,6/11/18,"PLANT CITY, FL",United States,28.000278,-82.163333,Non-Fatal,Airplane,N13RF,Cessna,421C,No,2,Reciprocating,Aerial Observation,Unknown,0,0,1,1,VMC,Takeoff
20110711X50716,ERA11CA396,7/10/11,"PLANT CITY, FL",United States,28,-82.163056,Non-Fatal,Airplane,N325EE,Piper,PA-30,No,2,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Approach
20091022X61409,ERA10FA027,10/22/09,"ELIZABETHTON, TN",United States,36.155833,-82.161944,Fatal,Airplane,N120MS,Cessna,U206G,No,1,Reciprocating,Instructional,Unknown,2,0,0,Unknown,VMC,Maneuvering
20140319X03744,ERA14LA158,3/18/14,"ELIZABETHTON, TN",United States,36.433334,-82.16,Non-Fatal,Airplane,N46603,Cessna,172K,No,1,Reciprocating,Personal,Unknown,0,0,2,1,VMC,Climb
20121117X40351,ERA13LA061,11/17/12,"GREENWOOD, SC",United States,34.248611,-82.159167,Non-Fatal,Airplane,N6763L,Cessna,550,No,2,Turbo Fan,Flight Test,Unknown,0,0,0,2,VMC,Unknown
20091120X82236,ERA10CA069,11/17/09,"PLANT CITY, FL",United States,28,-82.157778,Non-Fatal,Airplane,N917ZZ,Paradise Usa Llc,PARADISE P-1 SLSA LW,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20200709X40854,ERA20CA243,6/7/20,"GREENWOOD, SC",United States,34.250278,-82.157775,Non-Fatal,Airplane,N6958J,Piper,PA28,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Unknown
20180223X55649,ERA18LA086,2/23/18,"ZEPHRYHILLS, FL",United States,28.228056,-82.156111,Non-Fatal,Airplane,N62438,Stearman,B75,No,1,Reciprocating,Personal,Unknown,0,0,1,1,VMC,Approach
20140124X03838,ERA14LA103,1/18/14,"ZEPHYRHILLS, FL",United States,28.228056,-82.155833,Non-Fatal,Airplane,N3668N,Piper,PA-12,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20050111X00031,MIA05CA032,11/21/04,"ZEPHYRHILLS, FL",United States,29.228056,-82.155833,Non-Fatal,Airplane,N7493X,Cessna,172B,No,1,Reciprocating,Personal,Unknown,0,1,0,Unknown,VMC,Other
20181004X64810,ERA19CA002,10/4/18,"MYAKKA CITY, FL",United States,27.411667,-82.154167,Non-Fatal,Airplane,N9855B,Champion,7FC,No,1,Reciprocating,Personal,Unknown,0,1,0,Unknown,VMC,Takeoff
20181013X80038,ERA19TA011,10/13/18,"REIDSVILLE, GA",United States,32.059444,-82.153611,Non-Fatal,Airplane,N9469Q,Beech,F33,No,Unknown,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20140622X03733,ERA14CA306,6/21/14,"ZEPHRYHILLS, FL",United States,28.223611,-82.153611,Non-Fatal,Airplane,N1694P,Erick Magno & Assoc Pa,DRIFTER,No,1,Reciprocating,Positioning,Unknown,0,0,0,1,VMC,Landing
20090225X32012,ERA09CA175,2/16/09,"REIDSVILLE, GA",United States,32.058889,-82.151667,Non-Fatal,Airplane,N9289H,Cessna,172,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Maneuvering
20190708X35225,ERA19TA211,6/29/19,"PLANT CITY, FL",United States,28.1375,-82.146666,Non-Fatal,Airplane,N80JF,Cessna,208,No,1,Turbo Prop,Skydiving,Unknown,0,0,0,1,VMC,Landing
20170707X90818,ERA17LA235,7/7/17,"GREENWOOD, SC",United States,34.25,-82.143611,Non-Fatal,Airplane,N337J,Cessna,T337,No,2,Reciprocating,Instructional,Unknown,0,0,2,Unknown,VMC,Maneuvering
20120609X22931,ERA12FA387,6/9/12,"PLANT CITY, FL",United States,28.135555,-82.141111,Fatal,Airplane,N2571T,Phillips William L,CHALLENGER,No,1,Reciprocating,Personal,Unknown,1,0,0,Unknown,VMC,Approach
20060919X01363,MIA06CA131,8/17/06,"FORT MYERS, FL",United States,26.656111,-82.121111,Non-Fatal,Airplane,N250CS,Cessna,182S,No,1,Reciprocating,Personal,Unknown,0,0,0,3,VMC,Landing
20151019X04728,ERA16LA018,10/18/15,"CAMPOBELLO, SC",United States,35.134722,-82.113611,Non-Fatal,Airplane,N6636A,Cessna,172,No,1,Reciprocating,Personal,Unknown,0,0,1,2,VMC,Unknown
20120720X45005,CEN12LA460,7/20/12,"RUTLAND, OH",United States,39.11,-82.113611,Fatal,Airplane,N3YV,Chamberlain Gerald,ESCAPADE,No,1,Reciprocating,Personal,Unknown,1,0,0,Unknown,IMC,Cruise
20200601X20239,ERA20CA201,6/1/20,"GULF OF MEXICO,",United States,26.014999,-82.112503,Non-Fatal,Airplane,N619J,Jabiru,J250-SP,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Unknown
20200105X93559,ERA20CA065,1/5/20,"RUTHERFORDTON, NC",United States,35.387222,-82.109167,Non-Fatal,Airplane,N9593U,American Aviation,AA5,No,1,Unknown,Personal,Unknown,0,1,3,Unknown,VMC,Unknown
20190630X05538,CEN19FA191,6/30/19,"ELYRIA, OH",United States,41.329723,-82.107778,Fatal,Airplane,N98527,Piper,J3C,No,Unknown,Reciprocating,Personal,Unknown,1,0,0,Unknown,VMC,Takeoff
20091023X21225,ERA10FA028,10/23/09,"ZEPHYRHILLS, FL",United States,28.273056,-82.103889,Fatal,Airplane,N98ZZ,Piper,PA 46-350P,No,1,Reciprocating,Personal,Unknown,3,0,0,Unknown,VMC,Descent
20070907X01326,MIA07FA137,9/1/07,"ELIZABETHTON, TN",United States,36.433611,-82.102778,Fatal,Airplane,N326DK,Beech,A36,No,1,Reciprocating,Personal,Unknown,5,0,0,0,VMC,Climb
20090624X83010,CEN09CA381,6/23/09,"ELYRIA, OH",United States,41.331667,-82.100278,Non-Fatal,Airplane,N34508,Cessna,177B,No,1,Reciprocating,Instructional,Unknown,0,0,1,Unknown,VMC,Landing
20040707X00919,NYC04CA138,6/9/04,"ELYRIA, OH",United States,41.331389,-82.100278,Non-Fatal,Airplane,N802MC,Cessna,152,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Landing
20170304X55438,ERA17FA119,3/4/17,"DUETTE, FL",United States,27.613889,-82.084444,Fatal,Airplane,N39AG,Beech,B 60,No,2,Reciprocating,Instructional,Unknown,2,0,0,Unknown,VMC,Maneuvering
20180416X11351,CEN18FA143,4/16/18,"WARSAW, OH",United States,40.406389,-82.081945,Fatal,Airplane,N9345Q,Beech,G33,No,Unknown,Unknown,Personal,Unknown,2,0,0,Unknown,VMC,Unknown
20180207X60704,GAA18CA121,2/5/18,"METTER, GA",United States,32.373889,-82.079723,Non-Fatal,Airplane,N8475W,Piper,PA28,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Landing
20100916X55111,ERA10TA481,9/15/10,"INVERNESS, FL",United States,28.803611,-82.071667,Non-Fatal,Airplane,N2872S,Piper,PA-34-200T,No,2,Reciprocating,Public Aircraft - Local,Unknown,0,0,0,2,VMC,Landing
20171226X03600,ERA18TA059,12/24/17,"UNION MILLS, NC",United States,35.490555,-82.058889,Non-Fatal,Airplane,N91SP,Cessna,172,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Approach
20190822X81045,GAA19CA505,8/22/19,"OXFORD, FL",United States,28.940277,-82.052222,Non-Fatal,Airplane,N331AV,Pipistrel,SINUS 912,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20110510X55153,ERA11LA292,5/10/11,"TROY, SC",United States,33.992777,-82.051389,Non-Fatal,Airplane,N78BZ,Flight Design Gmbh,CTLS,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Unknown
20120224X42146,DCA11CA116,9/6/11,"CAPE CORAL, FL",United States,26.44,-82.05,Non-Fatal,Airplane,N936WN,Boeing,737 7H4,No,2,Turbo Fan,Unknown,Southwest Airlines,0,1,0,141,VMC,Descent
20190913X30543,GAA19CA585,9/9/19,"KEYSTONE HEIGHTS, FL",United States,29.844722,-82.0475,Non-Fatal,Airplane,N6009U,Beech,23,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Taxi
20150122X11026,ERA15FA109,1/22/15,"LAKELAND, FL",United States,28.021111,-82.044444,Fatal,Airplane,N465JA,Piper,PA-23,No,2,Reciprocating,Instructional,Unknown,2,0,0,Unknown,VMC,Maneuvering
20071227X01997,NYC08FA053,12/5/07,"AUGUSTA, GA",United States,33.481389,-82.040833,Fatal,Airplane,N43274,Piper,PA-28R-200,No,1,Reciprocating,Business,Unknown,1,0,0,Unknown,VMC,Cruise
20140309X03824,ERA14LA146,3/8/14,"MULBERRY, FL",United States,27.929445,-82.040277,Non-Fatal,Airplane,N211R,Cessna,170B,No,1,Reciprocating,Personal,Unknown,0,0,2,Unknown,VMC,Approach
20200224X73527,ERA20CA112,2/23/20,"AUGUSTA, GA",United States,33.466667,-82.039444,Non-Fatal,Airplane,N60SH,Beech,58,No,2,Unknown,Positioning,Unknown,0,0,1,Unknown,VMC,Unknown
20191031X84359,GAA20CA055,10/28/19,"AUGUSTA, GA",United States,33.466667,-82.039444,Non-Fatal,Airplane,N80931,Cessna,172,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Landing
20100415X83057,ERA10CA230,4/5/10,"AUGUSTA, GA",United States,33.466389,-82.039166,Non-Fatal,Airplane,N541VB,Piper,PA-32R-301T,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20111121X82500,ERA12LA077,11/19/11,"MULBERRY, FL",United States,27.926111,-82.037777,Non-Fatal,Airplane,N99168,Ercoupe,415-C,No,1,Reciprocating,Personal,Unknown,0,1,1,Unknown,VMC,Takeoff
20130919X34941,ERA13CA419,9/13/13,"ABINGDON, VA",United States,36.687222,-82.033334,Non-Fatal,Airplane,N4379F,Piper,PA28 151,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20111205X52105,ERA12LA100B,11/6/11,"ABINGDON, VA",United States,36.687222,-82.033333,Non-Fatal,Airplane,N177CD,Aviat Aircraft Inc,S-2C,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20071001X01484,LAX07CA256,8/16/07,"KEYSTONE HEIGHT, FL",United States,29.833333,-82.033333,Non-Fatal,Airplane,N11449,Cessna,150L,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Go-around
20120417X35351,ERA12CA288,4/17/12,"ABINGDON, VA",United States,36.686944,-82.033056,Non-Fatal,Airplane,N180BA,Cessna,180J,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20200701X13852,ERA20LA234,7/1/20,"OCALA, FL",United States,29.0925,-82.031944,Fatal,Airplane,N820NG,Evektor Aerotechnik,SPORTSTAR,No,Unknown,Reciprocating,Personal,Unknown,1,0,0,0,VMC,Unknown
20081222X25530,ERA09CA102,12/18/08,"FOLKSTON, GA",United States,30.796111,-82.028056,Non-Fatal,Airplane,N699G,Piper,PA-34-200,No,2,Reciprocating,Instructional,Unknown,0,0,1,2,VMC,Landing
20070716X00937,MIA07FA117,7/9/07,"NICHOLS, FL",United States,27.857222,-82.026945,Fatal,Airplane,N387RP,Piper,PA-30,No,2,Reciprocating,Personal,Unknown,2,0,0,Unknown,VMC,Cruise
20181222X83505,ERA19LA078,12/22/18,"LAKELAND, FL",United States,27.986666,-82.023889,Fatal,Airplane,N587BL,Brm Aero,Bristell S-LSA,No,1,Reciprocating,Instructional,Unknown,1,0,0,Unknown,VMC,Takeoff
20050401X00396,MIA05CA078,3/13/05,"ORANGE SPRINGS, FL",United States,29.484722,-82.021945,Non-Fatal,Airplane,N5341D,Cessna,180A,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20180308X83126,GAA18CA151,3/7/18,"LAKELAND, FL",United States,27.988055,-82.019723,Non-Fatal,Airplane,N2221R,Cessna,172,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Landing
20050510X00581,MIA05CA094,4/18/05,"LAKELAND, FL",United States,27.9925,-82.019723,Non-Fatal,Airplane,N4264E,Aeronca,7AC,No,1,Reciprocating,Personal,Unknown,0,0,2,Unknown,VMC,Landing
20190403X45656,GAA19CA196,4/3/19,"LAKELAND, FL",United States,27.9875,-82.018889,Non-Fatal,Airplane,N4821S,Piper,PA32,No,1,Reciprocating,Personal,Unknown,0,0,0,3,VMC,Taxi
20181016X35944,GAA19CA025,10/1/18,"LAKELAND, FL",United States,27.988889,-82.018611,Non-Fatal,Airplane,N24752,Cessna,152,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Landing
20170408X73024,ERA17LA150,4/8/17,"SOUTH LAKELAND, FL",United States,27.988889,-82.018611,Non-Fatal,Airplane,N1362G,Cessna,310R,No,2,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20130905X71214,ERA13CA399,8/31/13,"LAKELAND, FL",United States,27.988889,-82.018611,Non-Fatal,Airplane,N5625Y,Breezer Aircraft,912ULS2,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20060630X00858,MIA06CA082,4/7/06,"LAKELAND, FL",United States,27.988889,-82.018611,Non-Fatal,Airplane,N9291A,Cessna,C170A,No,1,Reciprocating,Personal,Unknown,0,0,0,3,VMC,Landing
20030407X00447,MIA03CA093,4/4/03,"LAKELAND, FL",United States,27.988889,-82.018611,Non-Fatal,Airplane,N2535R,Boeing,A75N1,No,1,Reciprocating,Air Race/show,Unknown,0,0,0,2,VMC,Landing
20030408X00458,MIA03CA083,3/31/03,"LAKELAND, FL",United States,27.988889,-82.018611,Non-Fatal,Airplane,N4413C,Cessna,190,No,1,Reciprocating,Personal,Unknown,0,0,0,4,VMC,Landing
20081008X50538,ERA09IA009,10/5/08,"LAKELAND, FL",United States,27.996389,-82.018334,Incident,Airplane,N101CD,Cirrus Design Corp,SR22,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Approach
20070530X00660,NYC07CA099,4/19/07,"LAKELAND, FL",United States,27.988889,-82.018334,Non-Fatal,Airplane,N11798,Monocoupe Aircraft,90A,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Landing
20050509X00575,MIA05CA090,4/14/05,"LAKELAND, FL",United States,27.988333,-82.018334,Non-Fatal,Airplane,N7690U,North American,AT-6C,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20100412X54138,ERA10CA225,4/10/10,"LAKELAND, FL",United States,27.988889,-82.017778,Non-Fatal,Airplane,N1128K,Luscombe,8A,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
2.02E+13,ERA21LA073,12/13/20,"MARION, NC",United States,35.7203,-82.0141,Minor,Airplane,N138CT,Flight Design,CTSW,No,1,Unknown,Personal,Unknown,0,0,2,0,VMC,Unknown
20130821X31419,CEN13LA497,8/20/13,"ZANESVILLE, OH",United States,40.006944,-82.012222,Non-Fatal,Airplane,N727Y,Perth Amboy,BIRD BK,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20100324X44647,CEN10CA174,3/23/10,"MALTA, OH",United States,39.687222,-82.006667,Non-Fatal,Airplane,N2082N,Cessna,140,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Takeoff
20100324X51004,ERA10LA187,3/24/10,"MOORE, SC",United States,34.850833,-82.006111,Non-Fatal,Airplane,N93441,Cessna,152,No,1,Reciprocating,Instructional,Unknown,0,0,0,2,VMC,Descent
20070524X00626,ATL07CA074,4/12/07,"WAYNESBORO, GA",United States,33.038055,-82.001667,Non-Fatal,Airplane,N47944,Piper,PA-28R-201,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Cruise
20181213X41114,ERA19LA065,12/13/18,"PUNTA GORDA, FL",United States,26.925278,-82.001111,Non-Fatal,Airplane,N145MM,Czech Sport Aircraft As,Piper Sport,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Approach
20130718X92147,ERA13CA324,7/17/13,"WOODRUFF, SC",United States,34.671389,-82.000833,Non-Fatal,Airplane,N5815V,Boeing,B75N1,No,1,Reciprocating,Personal,Unknown,0,0,2,Unknown,VMC,Maneuvering
20190313X71918,ERA19TA129,3/13/19,"ST. PETERSBURG, FL",United States,27,-82,Non-Fatal,Airplane,N15VK,Beech,E55,No,2,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20161123X31419,ERA17LA053,11/22/16,"SIMPSONVILLE, SC",United States,34,-82,Non-Fatal,Airplane,N315XC,Broussard,BROUSSARD MH 1521,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Landing
20061207X01748,MIA07CA012,11/5/06,"LAKELAND, FL",United States,28.211667,-81.998611,Non-Fatal,Airplane,N5657L,American Aviation Corp. (aac),AA-1,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
2.02E+13,ERA21LA012,10/3/20,"SPRUCE PINES, NC",United States,35.950234,-81.998167,Minor,Airplane,N8783M,Beech,23,No,1,Unknown,Personal,Unknown,0,0,1,0,Unknown,Unknown
20180313X71951,GAA18CA162,3/13/18,"PUNTA GORDA, FL",United States,26.918334,-81.996666,Non-Fatal,Airplane,N989G,Aeropro Cz,EUROFOX LSA,No,1,Reciprocating,Personal,Unknown,0,0,1,1,VMC,Cruise
20160105X44228,GAA16CA096,12/26/15,"PUNTA GORDA, FL",United States,26.914722,-81.996389,Non-Fatal,Airplane,N4776E,Cessna,172,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Taxi
20051108X01801,MIA06CA010,10/16/05,"PUNTA GORDA, FL",United States,26.922778,-81.995277,Non-Fatal,Airplane,N3588F,Cessna,182J,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20051108X01802,MIA06CA009,10/2/05,"PUNTA GORDA, FL",United States,26.922778,-81.995277,Non-Fatal,Airplane,N952AC,Cessna,172N,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Cruise
20160411X84306,GAA16CA186,4/4/16,"PUNTA GORDA, FL",United States,26.912222,-81.993333,Non-Fatal,Airplane,N8926V,Cessna,172,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Taxi
2.02E+13,ERA21LA020,10/14/20,"CITRA, FL",United States,29.473624,-81.992119,Fatal,Airplane,N631PF,Aero Commander,100,No,1,Unknown,Personal,Unknown,1,0,0,0,VMC,Unknown
20170120X80422,GAA17CA122,1/12/17,"PUNTA GORDA, FL",United States,26.918889,-81.990833,Non-Fatal,Airplane,N10897,Cessna,172,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Landing
20160621X34119,ERA16LA225,6/17/16,"PUNTA GORDA, FL",United States,26.918889,-81.990833,Non-Fatal,Airplane,N8161X,Piper,PA 28-236,No,1,Reciprocating,Personal,Unknown,0,0,0,3,VMC,Landing
20131021X00632,ERA14LA005,10/19/13,"PUNTA GORDA, FL",United States,26.918889,-81.990833,Non-Fatal,Airplane,N53CG,Aerotek,PITTS S 1T,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20111006X95405,ERA12LA009,10/5/11,"PUNTA GORDA, FL",United States,26.918889,-81.990833,Non-Fatal,Airplane,N11280,Cessna,150L,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Approach
20050201X00124,MIA05CA054,1/25/05,"PUNTA GORDA, FL",United States,26.920278,-81.990555,Non-Fatal,Airplane,N182CR,Cessna,182S,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
20081208X80822,ERA09LA079,12/5/08,"PUNTA GORDA, FL",United States,26.918611,-81.990277,Non-Fatal,Airplane,N370CT,Flight Design,CTSW,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Takeoff
20150420X84706,ERA15FA191,4/20/15,"LAKELAND, FL",United States,27.993055,-81.989166,Non-Fatal,Airplane,N608MR,Mooney,M20TN,No,1,Reciprocating,Personal,Unknown,0,1,0,Unknown,VMC,Approach
20091121X05047,ERA10LA070,11/20/09,"PORT CHARLOTTE, FL",United States,26.918334,-81.987777,Non-Fatal,Airplane,N41765,Piper,PA28-151,No,1,Reciprocating,Personal,Unknown,0,0,0,3,VMC,Unknown
20190404X74451,ERA19LA143,4/4/19,"EDGEFIELD, SC",United States,33.768889,-81.986666,Non-Fatal,Airplane,N7622M,Cessna,175,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Unknown
20160524X62134,ERA16LA193,5/23/16,"MELROSE, FL",United States,29.718334,-81.980556,Non-Fatal,Airplane,N952SA,Cessna,152,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Descent
20171123X70738,ERA18FA030,11/23/17,"STARKE, FL",United States,29.951944,-81.979445,Fatal,Airplane,N6894N,Mooney,M20C,No,1,Reciprocating,Personal,Unknown,1,0,0,Unknown,IMC,Maneuvering
20170707X12032,ERA17LA234,7/7/17,"CAPE CORAL, FL",United States,26.637222,-81.976111,Non-Fatal,Airplane,N2492U,Cessna,172,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Descent
20191021X62154,ERA20LA016,10/16/19,"AUGUSTA, GA",United States,33.371945,-81.971667,Non-Fatal,Airplane,N307KP,Bombardier,BD 700 1A10,No,2,Turbo Fan,Business,Unknown,0,1,0,Unknown,VMC,Taxi
20170524X92524,ERA17LA189,5/24/17,"AUGUSTA, GA",United States,33.381111,-81.970556,Non-Fatal,Airplane,N9132S,Beech,58,No,2,Reciprocating,Unknown,Gerlach And Associates Llc (dba: Midwest Airlink),0,0,0,1,IMC,Landing
20110412X05017,ERA11CA238,4/11/11,"AUGUSTA, GA",United States,33.37,-81.964444,Non-Fatal,Airplane,N777CV,Mooney Aircraft Corp.,M20K,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Landing
20080618X00879,LAX08CA148,5/20/08,"AUGUSTA, GA",United States,33.369723,-81.964444,Non-Fatal,Airplane,N7050S,Cessna,150H,No,1,Reciprocating,Personal,Unknown,0,0,0,1,VMC,Unknown
20060928X01412,ATL06CA116,8/3/06,"AUGUSTA, GA",United States,33.369723,-81.964444,Non-Fatal,Airplane,N20965,Cessna,172M,No,1,Reciprocating,Instructional,Unknown,0,0,0,1,VMC,Landing
20060808X01110,ATL05CA085,5/21/05,"AUGUSTA, GA",United States,33.371945,-81.963889,Non-Fatal,Airplane,N699CW,Canadair,CL600,No,2,Turbo Fan,Positioning,Unknown,0,1,0,2,VMC,Climb
20070830X01273,ATL07LA119,8/26/07,"CENTER HILL, FL",United States,28.586111,-81.9625,Fatal,Airplane,N904DZ,Cessna,P206,No,1,Reciprocating,Personal,Unknown,1,0,0,0,VMC,Maneuvering
20150728X52220,ERA15LA287,7/24/15,"SOUTHSIDE, WV",United States,38.721945,-81.961389,Non-Fatal,Airplane,N92653,Piper,J3C 65,No,1,Reciprocating,Personal,Unknown,0,0,1,Unknown,VMC,Unknown
20190719X51348,GAA19CA438,7/9/19,"COLUMBIA STATION, OH",United States,41.318611,-81.960556,Non-Fatal,Airplane,N9161S,Beech,19,No,1,Reciprocating,Instructional,Unknown,0,0,0,2,VMC,Takeoff
20131209X83249,CEN14CA078,12/7/13,"COLUMBIA STATION, OH",United States,41.318889,-81.960278,Non-Fatal,Airplane,N93756,Cessna,152,No,1,Reciprocating,Personal,Unknown,0,0,0,2,VMC,Landing
